clean_path,reverb_path,rir_path,rir_type,Mean T60,Mean DRR
./ACE_Dereverb_Dataset_1000_unique/clean_10/0491__M2s3__Crucif_508_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0491__M2s3__Crucif_508_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Lecture_Room_1/1/Crucif_508_1_RIR.wav,RIR,0.626387085,10.95660865
./ACE_Dereverb_Dataset_1000_unique/clean_10/0492__F5s1__Lin8Ch_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0492__F5s1__Lin8Ch_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/2/Lin8Ch_EE_lobby_2_RIR.wav,RIR,0.742350198,6.391654568
./ACE_Dereverb_Dataset_1000_unique/clean_10/0493__F3s3__Mobile_403a_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0493__F3s3__Mobile_403a_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Lecture_Room_2/2/Mobile_403a_2_RIR.wav,RIR,1.234286386,4.027562336
./ACE_Dereverb_Dataset_1000_unique/clean_10/0494__M3s3__Crucif_403a_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0494__M3s3__Crucif_403a_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Lecture_Room_2/2/Crucif_403a_2_RIR.wav,RIR,1.232764757,5.059908268
./ACE_Dereverb_Dataset_1000_unique/clean_10/0495__F5s1__Lin8Ch_EE_lobby_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0495__F5s1__Lin8Ch_EE_lobby_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/1/Lin8Ch_EE_lobby_1_RIR.wav,RIR,0.728499237,10.35365698
./ACE_Dereverb_Dataset_1000_unique/clean_10/0496__F5s3__Mobile_502_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0496__F5s3__Mobile_502_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Office_1/1/Mobile_502_1_RIR.wav,RIR,0.32656595,7.431172307
./ACE_Dereverb_Dataset_1000_unique/clean_10/0497__M3s5__Crucif_803_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0497__M3s5__Crucif_803_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Office_2/1/Crucif_803_1_RIR.wav,RIR,0.395792129,2.204816404
./ACE_Dereverb_Dataset_1000_unique/clean_10/0498__M9s4__Mobile_503_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0498__M9s4__Mobile_503_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Meeting_Room_1/2/Mobile_503_2_RIR.wav,RIR,0.449363622,3.135359072
./ACE_Dereverb_Dataset_1000_unique/clean_10/0499__M3s2__Crucif_803_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0499__M3s2__Crucif_803_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Office_2/2/Crucif_803_2_RIR.wav,RIR,0.396135004,-0.685142658
./ACE_Dereverb_Dataset_1000_unique/clean_10/0500__M1s2__Mobile_403a_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0500__M1s2__Mobile_403a_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Lecture_Room_2/1/Mobile_403a_1_RIR.wav,RIR,1.200575497,9.034638075
./ACE_Dereverb_Dataset_1000_unique/clean_10/0501__F5s3__Crucif_803_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0501__F5s3__Crucif_803_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Office_2/2/Crucif_803_2_RIR.wav,RIR,0.396135004,-0.685142658
./ACE_Dereverb_Dataset_1000_unique/clean_10/0502__M5s1__Chromebook_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0502__M5s1__Chromebook_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Building_Lobby/2/Chromebook_EE_lobby_2_RIR.wav,RIR,0.661817134,2.813342704
./ACE_Dereverb_Dataset_1000_unique/clean_10/0503__M4s3__Mobile_508_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0503__M4s3__Mobile_508_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Lecture_Room_1/2/Mobile_508_2_RIR.wav,RIR,0.657614973,5.550930239
./ACE_Dereverb_Dataset_1000_unique/clean_10/0504__F3s3__Lin8Ch_502_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0504__F3s3__Lin8Ch_502_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_1/1/Lin8Ch_502_1_RIR.wav,RIR,0.351943828,11.48465884
./ACE_Dereverb_Dataset_1000_unique/clean_10/0505__M3s5__Lin8Ch_508_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0505__M3s5__Lin8Ch_508_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Lecture_Room_1/1/Lin8Ch_508_1_RIR.wav,RIR,0.644988956,6.708137543
./ACE_Dereverb_Dataset_1000_unique/clean_10/0506__M7s3__Chromebook_503_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0506__M7s3__Chromebook_503_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Meeting_Room_1/1/Chromebook_503_1_RIR.wav,RIR,0.424457533,10.47942022
./ACE_Dereverb_Dataset_1000_unique/clean_10/0507__F5s1__Lin8Ch_EE_lobby_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0507__F5s1__Lin8Ch_EE_lobby_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/1/Lin8Ch_EE_lobby_1_RIR.wav,RIR,0.728499237,10.35365698
./ACE_Dereverb_Dataset_1000_unique/clean_10/0508__M1s3__Lin8Ch_502_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0508__M1s3__Lin8Ch_502_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_1/2/Lin8Ch_502_2_RIR.wav,RIR,0.307129167,4.931555964
./ACE_Dereverb_Dataset_1000_unique/clean_10/0509__M5s1__Mobile_503_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0509__M5s1__Mobile_503_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Meeting_Room_1/1/Mobile_503_1_RIR.wav,RIR,0.454515759,3.795543691
./ACE_Dereverb_Dataset_1000_unique/clean_10/0510__F4s2__Crucif_508_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0510__F4s2__Crucif_508_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Lecture_Room_1/2/Crucif_508_2_RIR.wav,RIR,0.645095394,5.782508838
./ACE_Dereverb_Dataset_1000_unique/clean_10/0511__M1s1__Lin8Ch_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0511__M1s1__Lin8Ch_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/2/Lin8Ch_EE_lobby_2_RIR.wav,RIR,0.742350198,6.391654568
./ACE_Dereverb_Dataset_1000_unique/clean_10/0512__M2s5__Mobile_EE_lobby_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0512__M2s5__Mobile_EE_lobby_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Building_Lobby/1/Mobile_EE_lobby_1_RIR.wav,RIR,0.7777262,9.118852488
./ACE_Dereverb_Dataset_1000_unique/clean_10/0513__M5s1__Lin8Ch_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0513__M5s1__Lin8Ch_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/2/Lin8Ch_EE_lobby_2_RIR.wav,RIR,0.742350198,6.391654568
./ACE_Dereverb_Dataset_1000_unique/clean_10/0514__F2s5__Chromebook_403a_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0514__F2s5__Chromebook_403a_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Lecture_Room_2/1/Chromebook_403a_1_RIR.wav,RIR,1.303473771,3.06585196
./ACE_Dereverb_Dataset_1000_unique/clean_10/0515__F3s5__Lin8Ch_503_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0515__F3s5__Lin8Ch_503_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Meeting_Room_1/2/Lin8Ch_503_2_RIR.wav,RIR,0.473804418,6.801708601
./ACE_Dereverb_Dataset_1000_unique/clean_10/0516__M2s3__Lin8Ch_803_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0516__M2s3__Lin8Ch_803_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_2/1/Lin8Ch_803_1_RIR.wav,RIR,0.392372298,10.03872499
./ACE_Dereverb_Dataset_1000_unique/clean_10/0517__M2s4__Mobile_503_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0517__M2s4__Mobile_503_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Meeting_Room_1/1/Mobile_503_1_RIR.wav,RIR,0.454515759,3.795543691
./ACE_Dereverb_Dataset_1000_unique/clean_10/0518__M5s2__Lin8Ch_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0518__M5s2__Lin8Ch_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/2/Lin8Ch_EE_lobby_2_RIR.wav,RIR,0.742350198,6.391654568
./ACE_Dereverb_Dataset_1000_unique/clean_10/0519__M5s1__Crucif_503_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0519__M5s1__Crucif_503_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_1/2/Crucif_503_2_RIR.wav,RIR,0.446989167,2.078798976
./ACE_Dereverb_Dataset_1000_unique/clean_10/0520__M7s3__Lin8Ch_503_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0520__M7s3__Lin8Ch_503_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Meeting_Room_1/2/Lin8Ch_503_2_RIR.wav,RIR,0.473804418,6.801708601
./ACE_Dereverb_Dataset_1000_unique/clean_10/0521__M8s4__Crucif_508_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0521__M8s4__Crucif_508_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Lecture_Room_1/2/Crucif_508_2_RIR.wav,RIR,0.645095394,5.782508838
./ACE_Dereverb_Dataset_1000_unique/clean_10/0522__M4s5__Mobile_508_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0522__M4s5__Mobile_508_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Lecture_Room_1/2/Mobile_508_2_RIR.wav,RIR,0.657614973,5.550930239
./ACE_Dereverb_Dataset_1000_unique/clean_10/0523__F5s2__Crucif_611_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0523__F5s2__Crucif_611_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_2/2/Crucif_611_2_RIR.wav,RIR,0.384639369,8.359693874
./ACE_Dereverb_Dataset_1000_unique/clean_10/0524__F2s1__Crucif_803_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0524__F2s1__Crucif_803_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Office_2/2/Crucif_803_2_RIR.wav,RIR,0.396135004,-0.685142658
./ACE_Dereverb_Dataset_1000_unique/clean_10/0525__M2s1__Crucif_503_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0525__M2s1__Crucif_503_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_1/2/Crucif_503_2_RIR.wav,RIR,0.446989167,2.078798976
./ACE_Dereverb_Dataset_1000_unique/clean_10/0526__M2s3__Chromebook_803_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0526__M2s3__Chromebook_803_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Office_2/1/Chromebook_803_1_RIR.wav,RIR,0.396904205,4.366082614
./ACE_Dereverb_Dataset_1000_unique/clean_10/0527__F4s4__Crucif_611_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0527__F4s4__Crucif_611_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_2/2/Crucif_611_2_RIR.wav,RIR,0.384639369,8.359693874
./ACE_Dereverb_Dataset_1000_unique/clean_10/0528__M5s1__Mobile_508_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0528__M5s1__Mobile_508_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Lecture_Room_1/2/Mobile_508_2_RIR.wav,RIR,0.657614973,5.550930239
./ACE_Dereverb_Dataset_1000_unique/clean_10/0529__M1s1__Crucif_508_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0529__M1s1__Crucif_508_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Lecture_Room_1/2/Crucif_508_2_RIR.wav,RIR,0.645095394,5.782508838
./ACE_Dereverb_Dataset_1000_unique/clean_10/0530__M9s4__Lin8Ch_508_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0530__M9s4__Lin8Ch_508_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Lecture_Room_1/2/Lin8Ch_508_2_RIR.wav,RIR,0.627708732,6.829727197
./ACE_Dereverb_Dataset_1000_unique/clean_10/0531__M5s5__Lin8Ch_403a_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0531__M5s5__Lin8Ch_403a_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Lecture_Room_2/1/Lin8Ch_403a_1_RIR.wav,RIR,1.278889534,6.046062917
./ACE_Dereverb_Dataset_1000_unique/clean_10/0532__M5s4__Crucif_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0532__M5s4__Crucif_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Building_Lobby/2/Crucif_EE_lobby_2_RIR.wav,RIR,0.741222781,3.234854036
./ACE_Dereverb_Dataset_1000_unique/clean_10/0533__M6s4__Lin8Ch_502_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0533__M6s4__Lin8Ch_502_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_1/2/Lin8Ch_502_2_RIR.wav,RIR,0.307129167,4.931555964
./ACE_Dereverb_Dataset_1000_unique/clean_10/0534__M7s3__Lin8Ch_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0534__M7s3__Lin8Ch_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/2/Lin8Ch_EE_lobby_2_RIR.wav,RIR,0.742350198,6.391654568
./ACE_Dereverb_Dataset_1000_unique/clean_10/0535__M4s5__Lin8Ch_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0535__M4s5__Lin8Ch_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/2/Lin8Ch_EE_lobby_2_RIR.wav,RIR,0.742350198,6.391654568
./ACE_Dereverb_Dataset_1000_unique/clean_10/0536__M5s3__Chromebook_503_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0536__M5s3__Chromebook_503_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Meeting_Room_1/1/Chromebook_503_1_RIR.wav,RIR,0.424457533,10.47942022
./ACE_Dereverb_Dataset_1000_unique/clean_10/0537__F4s2__Lin8Ch_502_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0537__F4s2__Lin8Ch_502_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_1/2/Lin8Ch_502_2_RIR.wav,RIR,0.307129167,4.931555964
./ACE_Dereverb_Dataset_1000_unique/clean_10/0538__M3s2__Chromebook_508_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0538__M3s2__Chromebook_508_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Lecture_Room_1/2/Chromebook_508_2_RIR.wav,RIR,0.549364951,3.73293733
./ACE_Dereverb_Dataset_1000_unique/clean_10/0539__M6s4__Crucif_508_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0539__M6s4__Crucif_508_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Lecture_Room_1/1/Crucif_508_1_RIR.wav,RIR,0.626387085,10.95660865
./ACE_Dereverb_Dataset_1000_unique/clean_10/0540__M2s4__Lin8Ch_403a_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0540__M2s4__Lin8Ch_403a_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Lecture_Room_2/1/Lin8Ch_403a_1_RIR.wav,RIR,1.278889534,6.046062917
./ACE_Dereverb_Dataset_1000_unique/clean_10/0541__F5s1__Crucif_611_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0541__F5s1__Crucif_611_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_2/1/Crucif_611_1_RIR.wav,RIR,0.37716642,4.24081165
./ACE_Dereverb_Dataset_1000_unique/clean_10/0542__F4s3__Lin8Ch_EE_lobby_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0542__F4s3__Lin8Ch_EE_lobby_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/1/Lin8Ch_EE_lobby_1_RIR.wav,RIR,0.728499237,10.35365698
./ACE_Dereverb_Dataset_1000_unique/clean_10/0543__M2s2__Mobile_803_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0543__M2s2__Mobile_803_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Office_2/1/Mobile_803_1_RIR.wav,RIR,0.391513476,4.057743717
./ACE_Dereverb_Dataset_1000_unique/clean_10/0544__F3s2__Lin8Ch_803_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0544__F3s2__Lin8Ch_803_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_2/1/Lin8Ch_803_1_RIR.wav,RIR,0.392372298,10.03872499
./ACE_Dereverb_Dataset_1000_unique/clean_10/0545__F3s1__Mobile_508_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0545__F3s1__Mobile_508_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Lecture_Room_1/2/Mobile_508_2_RIR.wav,RIR,0.657614973,5.550930239
./ACE_Dereverb_Dataset_1000_unique/clean_10/0546__F5s4__Lin8Ch_611_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0546__F5s4__Lin8Ch_611_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Meeting_Room_2/1/Lin8Ch_611_1_RIR.wav,RIR,0.374889519,10.06426466
./ACE_Dereverb_Dataset_1000_unique/clean_10/0547__M2s2__Lin8Ch_508_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0547__M2s2__Lin8Ch_508_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Lecture_Room_1/2/Lin8Ch_508_2_RIR.wav,RIR,0.627708732,6.829727197
./ACE_Dereverb_Dataset_1000_unique/clean_10/0548__M6s3__Chromebook_508_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0548__M6s3__Chromebook_508_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Lecture_Room_1/2/Chromebook_508_2_RIR.wav,RIR,0.549364951,3.73293733
./ACE_Dereverb_Dataset_1000_unique/clean_10/0549__F4s2__Mobile_803_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0549__F4s2__Mobile_803_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Office_2/2/Mobile_803_2_RIR.wav,RIR,0.392975873,-0.812008245
./ACE_Dereverb_Dataset_1000_unique/clean_10/0550__F1s4__Crucif_502_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0550__F1s4__Crucif_502_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Office_1/2/Crucif_502_2_RIR.wav,RIR,0.301613422,3.923814612
./ACE_Dereverb_Dataset_1000_unique/clean_10/0551__M7s3__Lin8Ch_803_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0551__M7s3__Lin8Ch_803_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_2/2/Lin8Ch_803_2_RIR.wav,RIR,0.380298369,7.385285014
./ACE_Dereverb_Dataset_1000_unique/clean_10/0552__M5s4__Mobile_611_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0552__M5s4__Mobile_611_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Meeting_Room_2/1/Mobile_611_1_RIR.wav,RIR,0.372926331,5.820512229
./ACE_Dereverb_Dataset_1000_unique/clean_10/0553__F2s2__Lin8Ch_803_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0553__F2s2__Lin8Ch_803_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_2/1/Lin8Ch_803_1_RIR.wav,RIR,0.392372298,10.03872499
./ACE_Dereverb_Dataset_1000_unique/clean_10/0554__F1s4__Chromebook_502_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0554__F1s4__Chromebook_502_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Office_1/1/Chromebook_502_1_RIR.wav,RIR,0.335631212,3.520587098
./ACE_Dereverb_Dataset_1000_unique/clean_10/0555__M5s3__Chromebook_503_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0555__M5s3__Chromebook_503_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Meeting_Room_1/2/Chromebook_503_2_RIR.wav,RIR,0.4125315,6.6618776
./ACE_Dereverb_Dataset_1000_unique/clean_10/0556__M8s3__Chromebook_508_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0556__M8s3__Chromebook_508_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Lecture_Room_1/2/Chromebook_508_2_RIR.wav,RIR,0.549364951,3.73293733
./ACE_Dereverb_Dataset_1000_unique/clean_10/0557__F3s1__Lin8Ch_803_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0557__F3s1__Lin8Ch_803_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_2/1/Lin8Ch_803_1_RIR.wav,RIR,0.392372298,10.03872499
./ACE_Dereverb_Dataset_1000_unique/clean_10/0558__M3s5__Crucif_611_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0558__M3s5__Crucif_611_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_2/2/Crucif_611_2_RIR.wav,RIR,0.384639369,8.359693874
./ACE_Dereverb_Dataset_1000_unique/clean_10/0559__M1s5__Chromebook_611_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0559__M1s5__Chromebook_611_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Meeting_Room_2/1/Chromebook_611_1_RIR.wav,RIR,0.337361119,6.047992302
./ACE_Dereverb_Dataset_1000_unique/clean_10/0560__F5s3__Lin8Ch_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0560__F5s3__Lin8Ch_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/2/Lin8Ch_EE_lobby_2_RIR.wav,RIR,0.742350198,6.391654568
./ACE_Dereverb_Dataset_1000_unique/clean_10/0561__M7s4__Chromebook_508_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0561__M7s4__Chromebook_508_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Lecture_Room_1/1/Chromebook_508_1_RIR.wav,RIR,0.538447051,5.952751752
./ACE_Dereverb_Dataset_1000_unique/clean_10/0562__M2s1__Lin8Ch_403a_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0562__M2s1__Lin8Ch_403a_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Lecture_Room_2/1/Lin8Ch_403a_1_RIR.wav,RIR,1.278889534,6.046062917
./ACE_Dereverb_Dataset_1000_unique/clean_10/0563__M2s4__Chromebook_EE_lobby_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0563__M2s4__Chromebook_EE_lobby_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Building_Lobby/1/Chromebook_EE_lobby_1_RIR.wav,RIR,0.734688524,2.552247862
./ACE_Dereverb_Dataset_1000_unique/clean_10/0564__M7s3__Lin8Ch_403a_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0564__M7s3__Lin8Ch_403a_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Lecture_Room_2/1/Lin8Ch_403a_1_RIR.wav,RIR,1.278889534,6.046062917
./ACE_Dereverb_Dataset_1000_unique/clean_10/0565__F2s3__Crucif_508_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0565__F2s3__Crucif_508_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Lecture_Room_1/1/Crucif_508_1_RIR.wav,RIR,0.626387085,10.95660865
./ACE_Dereverb_Dataset_1000_unique/clean_10/0566__M5s3__Lin8Ch_502_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0566__M5s3__Lin8Ch_502_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_1/1/Lin8Ch_502_1_RIR.wav,RIR,0.351943828,11.48465884
